id,recid,sex,age,age_cat,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,charge_severity
13935,0,Female,45,Greater than 45,African-American,0,0,0,1,Unknown
13936,0,Male,21,Less than 25,African-American,0,0,0,1,Middle
13939,0,Male,21,Less than 25,African-American,0,0,0,1,Middle
13943,1,Male,26,25 - 45,Caucasian,0,0,3,10,Middle
13945,1,Male,26,25 - 45,Caucasian,0,0,3,10,Middle
13946,1,Male,26,25 - 45,Caucasian,0,0,3,10,Middle
13947,0,Female,22,Less than 25,African-American,0,1,0,1,Unknown
13949,1,Male,32,25 - 45,African-American,0,0,0,7,Unknown
13951,1,Male,32,25 - 45,African-American,0,0,0,7,Unknown
13953,0,Male,27,25 - 45,Caucasian,0,0,0,0,Unknown
13955,0,Male,28,25 - 45,African-American,0,0,0,0,Unknown
13959,0,Male,25,25 - 45,Other,0,0,0,0,Unknown
13960,0,Male,30,25 - 45,Caucasian,0,0,0,0,Unknown
13961,0,Male,20,Less than 25,African-American,0,0,0,0,Unknown
13962,0,Male,45,Greater than 45,Caucasian,0,0,0,0,Unknown
13965,1,Male,30,25 - 45,Hispanic,0,0,0,7,Middle
13969,1,Male,41,25 - 45,African-American,2,0,1,14,Middle
13971,1,Male,41,25 - 45,African-American,2,0,1,14,Middle
13972,1,Male,41,25 - 45,African-American,2,0,1,14,Middle
13973,1,Male,41,25 - 45,African-American,2,0,1,14,Middle
13975,0,Male,45,Greater than 45,Caucasian,0,0,0,0,Unknown
13977,0,Male,50,Greater than 45,Caucasian,0,0,0,1,Unknown
13979,0,Male,31,25 - 45,African-American,0,0,0,2,Unknown
13981,0,Male,21,Less than 25,African-American,0,0,0,0,High
13985,1,Male,29,25 - 45,Caucasian,1,0,1,9,High
13986,1,Male,29,25 - 45,Caucasian,1,0,1,9,High
13987,1,Male,29,25 - 45,Caucasian,1,0,1,9,High
13988,1,Male,29,25 - 45,Caucasian,1,0,1,9,High
13991,0,Female,25,25 - 45,Caucasian,0,0,0,1,Middle
13995,0,Male,22,Less than 25,African-American,0,0,0,0,Middle
13997,0,Male,22,Less than 25,African-American,0,0,0,0,Middle
13998,0,Male,22,Less than 25,African-American,0,0,0,0,Middle
13999,0,Male,22,Less than 25,African-American,0,0,0,0,Middle
14001,0,Male,22,Less than 25,African-American,0,0,0,0,Middle
14003,0,Female,21,Less than 25,African-American,0,0,0,0,Unknown
14005,0,Male,48,Greater than 45,Caucasian,0,0,0,0,High
14007,1,Male,25,25 - 45,African-American,0,0,1,4,Middle
14011,0,Male,31,25 - 45,Caucasian,0,0,0,5,High
14012,0,Male,31,25 - 45,Caucasian,0,0,0,5,High
14013,0,Male,33,25 - 45,Caucasian,0,0,0,1,Unknown
14014,0,Male,56,Greater than 45,Other,0,0,0,0,Unknown
14017,1,Male,30,25 - 45,African-American,0,0,0,15,High
14021,0,Male,30,25 - 45,African-American,0,0,0,1,Unknown
14023,0,Female,27,25 - 45,African-American,0,0,0,0,Unknown
14024,0,Male,43,25 - 45,African-American,0,0,0,3,Unknown
14025,0,Male,43,25 - 45,Caucasian,0,0,0,0,Unknown
14027,0,Female,26,25 - 45,African-American,0,0,0,1,Unknown
14029,1,Male,51,Greater than 45,African-American,0,0,0,21,High
14031,0,Male,21,Less than 25,Caucasian,0,0,0,0,Unknown
14033,1,Male,64,Greater than 45,Caucasian,0,0,0,8,Middle
14037,1,Male,44,25 - 45,Other,0,0,0,6,Middle
14038,0,Female,55,Greater than 45,Caucasian,0,0,0,3,Unknown
14039,0,Female,39,25 - 45,African-American,0,0,0,3,Unknown
14040,1,Male,38,25 - 45,Hispanic,1,0,1,7,Middle
14043,1,Male,38,25 - 45,Hispanic,1,0,1,7,Middle
14047,0,Male,27,25 - 45,Other,0,0,0,0,Unknown
14049,0,Male,27,25 - 45,Caucasian,0,0,0,4,Unknown
14050,0,Male,36,25 - 45,Caucasian,0,0,0,0,Unknown
14051,0,Male,36,25 - 45,Caucasian,0,0,0,0,Unknown
14053,0,Male,38,25 - 45,Caucasian,0,0,0,5,Unknown
14055,0,Male,20,Less than 25,Hispanic,0,0,0,0,High
14057,0,Male,21,Less than 25,African-American,0,0,1,0,Middle
14059,0,Male,22,Less than 25,Hispanic,0,0,0,1,Unknown
14063,1,Male,27,25 - 45,African-American,0,0,0,7,High
14064,0,Male,53,Greater than 45,Hispanic,0,0,0,0,Unknown
14065,0,Male,27,25 - 45,African-American,0,0,0,0,Unknown
14066,1,Male,28,25 - 45,African-American,0,1,0,18,Middle
14069,0,Male,52,Greater than 45,Hispanic,0,0,0,0,Middle
14073,1,Male,49,Greater than 45,Hispanic,0,0,0,14,Unknown
14075,0,Male,19,Less than 25,African-American,0,0,0,0,Middle
14076,0,Male,46,Greater than 45,Caucasian,0,0,0,1,Unknown
14077,0,Male,40,25 - 45,African-American,0,0,0,2,Unknown
14079,0,Male,30,25 - 45,Caucasian,0,0,0,5,Middle
14081,0,Male,28,25 - 45,Caucasian,0,0,0,0,High
14083,0,Male,23,Less than 25,Hispanic,0,0,0,3,High
14085,0,Male,23,Less than 25,Hispanic,0,0,0,3,High
14089,1,Male,33,25 - 45,African-American,2,0,0,8,High
14090,1,Male,25,25 - 45,African-American,0,0,0,7,Unknown
14091,0,Male,54,Greater than 45,African-American,0,0,0,0,Unknown
14092,0,Male,25,25 - 45,African-American,0,0,0,3,Middle
14095,0,Female,28,25 - 45,African-American,0,0,0,0,Unknown
14099,0,Female,24,Less than 25,African-American,0,0,0,0,Unknown
14101,0,Male,44,25 - 45,Caucasian,0,0,0,0,Unknown
14102,0,Male,44,25 - 45,African-American,0,0,0,0,Unknown
14103,0,Male,28,25 - 45,Caucasian,0,0,0,1,Unknown
14105,0,Male,28,25 - 45,Caucasian,0,0,0,1,Unknown
14107,0,Male,28,25 - 45,Caucasian,0,0,0,1,Unknown
14109,0,Female,31,25 - 45,Caucasian,0,0,1,2,Middle
14111,0,Female,31,25 - 45,Caucasian,0,0,1,2,Middle
14115,0,Female,26,25 - 45,Caucasian,0,0,0,1,High
14116,0,Female,26,25 - 45,Caucasian,0,0,0,1,High
14117,0,Female,26,25 - 45,Caucasian,0,0,0,1,High
14118,1,Male,57,Greater than 45,African-American,0,0,0,16,High
14121,0,Male,67,Greater than 45,Hispanic,0,0,0,0,Middle
14125,1,Male,45,Greater than 45,Hispanic,0,0,0,6,Unknown
14127,0,Female,26,25 - 45,Caucasian,0,0,0,1,Unknown
14128,1,Male,30,25 - 45,African-American,0,0,0,18,Middle
14129,1,Male,30,25 - 45,African-American,0,0,0,18,Middle
14131,0,Female,49,Greater than 45,Caucasian,0,0,0,4,Unknown
14133,0,Male,24,Less than 25,African-American,0,0,0,1,Unknown
14135,0,Male,21,Less than 25,Other,0,0,0,0,High
14137,0,Male,21,Less than 25,Other,0,0,0,0,High
14141,0,Male,30,25 - 45,Hispanic,0,0,0,3,Unknown
14142,1,Male,40,25 - 45,Caucasian,0,0,0,6,Unknown
14143,1,Male,40,25 - 45,Caucasian,0,0,0,6,Unknown
14144,0,Male,34,25 - 45,Caucasian,0,0,0,2,Unknown
14147,0,Male,28,25 - 45,Caucasian,0,0,0,0,Unknown
14151,0,Male,24,Less than 25,Asian,0,0,0,4,Middle
14153,0,Male,30,25 - 45,African-American,0,0,0,4,Unknown
14154,0,Male,30,25 - 45,African-American,0,0,0,4,Unknown
14155,0,Male,30,25 - 45,African-American,0,0,0,4,Unknown
14157,0,Male,31,25 - 45,Caucasian,0,0,0,3,High
14159,0,Female,34,25 - 45,Hispanic,0,0,0,0,Unknown
14161,0,Male,22,Less than 25,Hispanic,0,0,1,0,Middle
14163,0,Male,21,Less than 25,African-American,0,0,0,0,Unknown
14167,0,Male,45,Greater than 45,Caucasian,0,0,0,2,Unknown
14168,1,Male,45,Greater than 45,Caucasian,0,0,0,7,Unknown
14169,1,Male,45,Greater than 45,Caucasian,0,0,0,7,Unknown
14170,0,Male,47,Greater than 45,African-American,0,0,0,0,Unknown
14173,0,Male,31,25 - 45,Caucasian,0,0,0,1,Unknown
14177,1,Male,32,25 - 45,African-American,0,0,0,6,Unknown
14179,1,Male,32,25 - 45,African-American,0,0,0,6,Unknown
14180,1,Male,28,25 - 45,African-American,0,0,0,6,Middle
14181,0,Male,35,25 - 45,African-American,0,0,0,0,Unknown
14183,1,Male,29,25 - 45,African-American,0,1,1,4,Middle
14185,0,Male,23,Less than 25,African-American,0,0,0,2,Middle
14187,0,Male,23,Less than 25,African-American,0,0,0,2,Middle
14189,0,Male,23,Less than 25,African-American,0,0,0,2,Middle
14193,0,Female,34,25 - 45,Caucasian,0,0,0,0,Middle
14194,0,Female,34,25 - 45,Caucasian,0,0,0,0,Middle
14195,0,Female,34,25 - 45,Caucasian,0,0,0,0,Middle
14196,0,Female,34,25 - 45,Caucasian,0,0,0,0,Middle
14199,0,Male,20,Less than 25,African-American,0,1,0,1,Unknown
14203,0,Male,52,Greater than 45,Caucasian,0,0,0,2,Unknown
14205,0,Male,25,25 - 45,African-American,0,0,0,2,Unknown
14206,0,Male,25,25 - 45,African-American,0,0,0,2,Unknown
14207,1,Male,34,25 - 45,Caucasian,0,1,0,15,Unknown
14209,0,Male,47,Greater than 45,African-American,0,0,0,4,High
14211,0,Male,45,Greater than 45,Caucasian,0,0,0,2,Unknown
14213,1,Male,50,Greater than 45,African-American,0,0,0,9,Unknown
14215,0,Male,22,Less than 25,Caucasian,0,0,0,0,Middle
14219,1,Female,47,Greater than 45,African-American,0,0,0,7,High
14220,0,Male,37,25 - 45,Caucasian,0,0,0,3,Unknown
14221,0,Male,37,25 - 45,Caucasian,0,0,0,3,Unknown
14222,1,Male,37,25 - 45,African-American,0,0,0,8,Unknown
14225,1,Male,50,Greater than 45,African-American,0,0,0,7,Unknown
14229,1,Male,26,25 - 45,African-American,0,0,0,7,High
14231,1,Male,26,25 - 45,African-American,0,0,0,7,High
14232,0,Male,22,Less than 25,African-American,0,1,0,2,Unknown
14233,0,Male,22,Less than 25,African-American,0,1,0,2,Unknown
14235,0,Male,22,Less than 25,African-American,0,1,0,2,Unknown
14237,0,Male,22,Less than 25,African-American,0,1,0,2,Unknown
14239,0,Female,31,25 - 45,Caucasian,0,0,0,0,Unknown
14241,0,Female,28,25 - 45,African-American,0,0,0,1,Unknown
14245,0,Male,29,25 - 45,African-American,0,0,0,1,Unknown
14246,0,Male,21,Less than 25,Caucasian,0,0,0,0,Unknown
14247,0,Male,25,25 - 45,African-American,0,0,0,2,Unknown
14248,0,Male,22,Less than 25,African-American,0,0,0,0,Middle
14251,1,Male,33,25 - 45,African-American,0,0,1,14,High
14255,0,Male,27,25 - 45,Caucasian,0,0,0,5,Middle
14257,0,Male,27,25 - 45,Caucasian,0,0,0,5,Middle
14258,0,Male,24,Less than 25,African-American,0,0,0,2,Middle
14259,0,Male,24,Less than 25,African-American,0,0,0,2,Middle
14261,0,Male,24,Less than 25,African-American,0,0,0,2,Middle
14263,0,Male,31,25 - 45,African-American,0,0,0,4,Unknown
14265,0,Male,29,25 - 45,African-American,0,0,0,0,Unknown
14267,0,Male,20,Less than 25,African-American,0,0,1,1,Unknown
14271,1,Male,44,25 - 45,African-American,0,0,0,29,Middle
14272,1,Male,44,25 - 45,African-American,0,0,0,29,Middle
14273,0,Male,46,Greater than 45,Caucasian,0,0,0,1,Unknown
14274,0,Female,46,Greater than 45,Caucasian,0,0,0,1,High
14277,0,Male,23,Less than 25,African-American,0,0,0,0,High
14281,0,Male,54,Greater than 45,Caucasian,0,0,0,0,Unknown
14283,0,Male,62,Greater than 45,Other,0,0,0,2,Unknown
14284,1,Male,25,25 - 45,Hispanic,1,4,0,10,High
14285,1,Male,25,25 - 45,Hispanic,1,4,0,10,High
14287,0,Female,22,Less than 25,Hispanic,0,0,0,1,Unknown
14289,0,Male,39,25 - 45,African-American,0,0,0,1,Unknown
14291,0,Female,26,25 - 45,African-American,0,0,0,0,Unknown
14293,0,Female,26,25 - 45,African-American,0,0,0,0,Unknown
14297,0,Male,52,Greater than 45,Caucasian,0,0,0,0,Unknown
14298,0,Male,45,Greater than 45,Hispanic,0,0,0,0,Unknown
14299,0,Male,45,Greater than 45,Hispanic,0,0,0,0,Unknown
14300,0,Male,28,25 - 45,Caucasian,0,0,0,0,Unknown
14303,1,Female,44,25 - 45,Caucasian,0,0,0,10,Middle
14307,1,Male,27,25 - 45,African-American,0,0,0,10,Unknown
14309,0,Female,28,25 - 45,Caucasian,0,0,0,1,Unknown
14310,1,Male,24,Less than 25,African-American,0,0,0,5,Unknown
14311,1,Male,24,Less than 25,African-American,0,0,0,5,Unknown
14313,1,Male,27,25 - 45,Caucasian,0,0,0,7,Unknown
14315,0,Male,44,25 - 45,Other,0,0,0,1,Unknown
14317,0,Male,20,Less than 25,African-American,0,1,0,1,High
14319,0,Male,20,Less than 25,African-American,0,1,0,1,High
14323,0,Male,21,Less than 25,Caucasian,0,0,0,1,Unknown
14324,0,Male,30,25 - 45,Hispanic,0,0,0,0,Unknown
14325,1,Male,38,25 - 45,African-American,1,2,2,22,High
14326,1,Male,38,25 - 45,African-American,1,2,2,22,High
14329,1,Male,62,Greater than 45,Hispanic,0,0,0,5,Unknown
14333,1,Male,29,25 - 45,African-American,0,1,0,17,High
14335,0,Male,26,25 - 45,African-American,0,0,0,0,Unknown
14336,0,Male,30,25 - 45,African-American,0,0,0,0,High
14337,0,Male,30,25 - 45,African-American,0,0,0,0,High
14339,0,Male,24,Less than 25,Caucasian,0,0,1,0,Unknown
14341,1,Male,34,25 - 45,African-American,0,0,0,14,Unknown
14343,0,Male,26,25 - 45,African-American,0,0,0,1,Unknown
14345,1,Male,55,Greater than 45,African-American,0,0,0,8,High
14349,0,Male,47,Greater than 45,Caucasian,0,0,0,2,Unknown
14350,0,Male,47,Greater than 45,Caucasian,0,0,0,2,Unknown
14351,0,Male,47,Greater than 45,Caucasian,0,0,0,2,Unknown
14352,0,Male,21,Less than 25,Caucasian,0,0,0,0,Unknown
14355,0,Female,33,25 - 45,Caucasian,0,0,0,0,Unknown
14359,1,Male,24,Less than 25,African-American,0,0,3,4,Middle
14361,1,Male,24,Less than 25,African-American,0,0,3,4,Middle
14362,0,Male,48,Greater than 45,Caucasian,0,0,0,2,Middle
14363,0,Male,45,Greater than 45,Caucasian,0,0,0,0,Middle
14365,0,Male,45,Greater than 45,Caucasian,0,0,0,0,Middle
14367,0,Female,61,Greater than 45,Caucasian,0,0,0,2,Unknown
14369,1,Male,28,25 - 45,African-American,0,0,0,6,Unknown
14371,0,Male,34,25 - 45,African-American,0,0,0,1,Unknown
14375,0,Female,69,Greater than 45,Caucasian,0,0,0,2,Unknown
14376,1,Male,24,Less than 25,Caucasian,0,0,1,5,Middle
14377,0,Male,45,Greater than 45,African-American,0,0,0,1,Unknown
14378,0,Male,28,25 - 45,African-American,0,0,0,3,Unknown
14381,1,Male,66,Greater than 45,Caucasian,0,0,0,7,Unknown
14385,1,Male,25,25 - 45,African-American,0,3,1,8,Middle
14387,1,Male,25,25 - 45,African-American,0,3,1,8,Middle
14388,1,Male,25,25 - 45,African-American,0,3,1,8,Middle
14389,0,Male,38,25 - 45,Caucasian,0,0,0,0,Unknown
14391,0,Male,28,25 - 45,Caucasian,0,0,0,2,Unknown
14393,0,Male,52,Greater than 45,African-American,0,0,0,2,Unknown
14395,0,Male,46,Greater than 45,Hispanic,0,0,0,0,Unknown
14397,0,Female,26,25 - 45,Hispanic,0,0,0,0,Unknown
14401,0,Male,34,25 - 45,Other,0,0,0,0,Middle
14402,1,Male,32,25 - 45,Caucasian,0,1,0,5,Middle
14403,1,Male,47,Greater than 45,Caucasian,0,0,0,11,Unknown
14404,1,Male,47,Greater than 45,Caucasian,0,0,0,11,Unknown
14407,0,Male,32,25 - 45,African-American,0,0,0,2,Unknown
14411,1,Male,23,Less than 25,African-American,0,2,2,4,Middle
14413,0,Male,64,Greater than 45,Hispanic,0,0,0,0,Unknown
14414,0,Male,30,25 - 45,Hispanic,0,0,0,0,Unknown
14415,1,Male,59,Greater than 45,African-American,0,0,0,9,Middle
14417,1,Male,59,Greater than 45,African-American,0,0,0,9,Middle
14419,0,Male,24,Less than 25,Caucasian,0,0,0,5,High
14421,0,Male,24,Less than 25,Caucasian,0,0,0,5,High
14423,0,Female,22,Less than 25,African-American,0,0,0,0,Unknown
14427,0,Male,24,Less than 25,African-American,0,0,0,0,High
14428,0,Male,34,25 - 45,Caucasian,0,0,0,4,Unknown
14429,0,Male,35,25 - 45,African-American,0,0,0,1,High
14430,0,Male,25,25 - 45,African-American,0,0,0,2,Unknown
14433,1,Male,27,25 - 45,African-American,0,0,0,7,High
14437,1,Male,27,25 - 45,African-American,0,0,0,7,High
14439,1,Male,24,Less than 25,African-American,0,0,1,6,High
14440,1,Male,24,Less than 25,African-American,0,0,1,6,High
14441,1,Male,24,Less than 25,African-American,0,0,1,6,High
14443,1,Male,24,Less than 25,African-American,0,0,1,6,High
14445,1,Male,42,25 - 45,African-American,0,0,0,6,Unknown
14447,0,Male,44,25 - 45,Caucasian,0,0,0,4,Unknown
14449,0,Female,39,25 - 45,Hispanic,0,0,0,2,Unknown
14453,0,Male,26,25 - 45,African-American,0,0,0,1,High
14454,0,Male,26,25 - 45,African-American,0,0,0,1,High
14455,0,Male,26,25 - 45,African-American,0,0,0,1,High
14456,0,Male,26,25 - 45,African-American,0,0,0,1,High
14459,0,Male,23,Less than 25,African-American,0,0,0,0,Unknown
14463,0,Male,31,25 - 45,African-American,0,0,0,0,Unknown
14465,0,Male,38,25 - 45,Other,0,0,0,1,Unknown
14466,1,Male,30,25 - 45,African-American,0,0,0,14,Middle
14467,1,Male,30,25 - 45,African-American,0,0,0,14,Middle
14469,1,Male,30,25 - 45,African-American,0,0,0,14,Middle
14471,0,Male,26,25 - 45,Caucasian,0,0,0,0,Unknown
14473,0,Male,21,Less than 25,Caucasian,0,0,0,2,Middle
14475,0,Male,21,Less than 25,Caucasian,0,0,0,2,Middle
14479,1,Male,30,25 - 45,African-American,0,0,0,6,Middle
14480,1,Male,30,25 - 45,African-American,0,0,0,6,Middle
14481,0,Male,36,25 - 45,Hispanic,0,0,0,0,Unknown
14482,1,Male,31,25 - 45,African-American,0,0,0,9,Middle
14485,0,Female,21,Less than 25,African-American,0,1,0,2,Middle
14489,0,Male,40,25 - 45,Hispanic,0,0,0,2,Unknown
14491,0,Male,40,25 - 45,Hispanic,0,0,0,2,Unknown
14492,0,Female,41,25 - 45,African-American,0,0,0,0,Unknown
14493,0,Male,50,Greater than 45,Other,0,0,0,0,Unknown
14495,1,Female,34,25 - 45,African-American,0,0,0,5,High
14497,1,Female,34,25 - 45,African-American,0,0,0,5,High
14499,1,Male,33,25 - 45,African-American,0,0,0,15,Unknown
14501,0,Male,34,25 - 45,Caucasian,0,0,0,3,High
14505,0,Male,27,25 - 45,Hispanic,0,0,0,1,Unknown
14506,0,Male,27,25 - 45,Hispanic,0,0,0,1,Unknown
14507,1,Male,25,25 - 45,African-American,0,0,2,6,Middle
14508,1,Male,25,25 - 45,African-American,0,0,2,6,Middle
14511,0,Male,30,25 - 45,African-American,0,0,0,1,Unknown
14515,0,Female,22,Less than 25,African-American,0,1,0,1,Unknown
14517,0,Male,32,25 - 45,Caucasian,0,0,0,0,High
14518,0,Male,32,25 - 45,Caucasian,0,0,0,0,High
14519,0,Male,21,Less than 25,African-American,0,0,0,1,Unknown
14521,1,Male,53,Greater than 45,African-American,0,0,0,5,Unknown
14523,0,Male,50,Greater than 45,Caucasian,0,0,0,1,Unknown
14525,0,Male,26,25 - 45,Other,0,0,0,1,Middle
14527,0,Male,26,25 - 45,Other,0,0,0,1,Middle
14531,0,Male,26,25 - 45,Other,0,0,0,1,Middle
14532,0,Male,21,Less than 25,Hispanic,0,0,1,2,Middle
14533,0,Male,21,Less than 25,Hispanic,0,0,1,2,Middle
14534,0,Male,21,Less than 25,Hispanic,0,0,1,2,Middle
14537,0,Male,25,25 - 45,Hispanic,0,0,0,0,Unknown
14541,0,Female,31,25 - 45,Caucasian,0,0,0,2,Unknown
14543,1,Male,62,Greater than 45,African-American,0,0,0,17,Unknown
14544,0,Female,26,25 - 45,African-American,0,0,0,1,Unknown
14545,0,Female,26,25 - 45,African-American,0,0,0,1,Unknown
14547,0,Male,32,25 - 45,African-American,0,0,0,0,Unknown
14549,0,Male,35,25 - 45,African-American,0,0,0,0,Unknown
14551,0,Male,31,25 - 45,Caucasian,0,0,0,0,Unknown
14553,0,Male,37,25 - 45,Caucasian,0,0,0,0,Unknown
14557,0,Male,30,25 - 45,Caucasian,0,0,0,2,Unknown
14558,0,Male,30,25 - 45,African-American,0,0,0,0,Unknown
14559,0,Male,30,25 - 45,African-American,0,0,0,0,Unknown
14560,1,Male,41,25 - 45,African-American,0,0,0,19,High
14563,0,Male,35,25 - 45,African-American,0,0,0,1,Unknown
14567,0,Male,32,25 - 45,Caucasian,0,0,0,1,Unknown
14569,0,Female,26,25 - 45,Caucasian,0,0,0,1,Unknown
14570,0,Male,25,25 - 45,Caucasian,0,0,0,0,Unknown
14571,0,Male,50,Greater than 45,Caucasian,0,0,0,0,Unknown
14573,0,Male,35,25 - 45,Caucasian,0,0,0,4,Unknown
14575,0,Male,44,25 - 45,Caucasian,0,0,0,3,Unknown
14577,0,Female,27,25 - 45,African-American,0,0,0,1,Unknown
14579,1,Male,37,25 - 45,African-American,1,0,0,17,High
14583,1,Male,29,25 - 45,Caucasian,0,0,0,12,High
14584,1,Male,29,25 - 45,Caucasian,0,0,0,12,High
14585,1,Male,29,25 - 45,Caucasian,0,0,0,12,High
14586,0,Female,61,Greater than 45,Caucasian,0,0,0,0,Unknown
14589,0,Female,22,Less than 25,African-American,0,0,0,4,Middle
14593,0,Male,31,25 - 45,African-American,0,0,0,0,Middle
14595,0,Female,40,25 - 45,Caucasian,0,0,0,0,Unknown
14596,0,Female,40,25 - 45,Caucasian,0,0,0,0,Unknown
14597,0,Female,34,25 - 45,African-American,0,0,0,1,Unknown
14599,0,Male,24,Less than 25,Other,0,0,0,0,Unknown
14601,0,Female,34,25 - 45,Caucasian,0,0,0,1,Unknown
14603,0,Male,22,Less than 25,Caucasian,0,0,0,3,Unknown
14605,0,Female,20,Less than 25,African-American,0,0,1,0,Middle
14609,0,Male,20,Less than 25,African-American,0,0,1,0,Unknown
14610,0,Male,51,Greater than 45,Caucasian,0,0,0,4,Middle
14611,0,Male,50,Greater than 45,Caucasian,0,0,0,0,Unknown
14612,0,Female,30,25 - 45,African-American,0,0,0,0,Unknown
14615,1,Male,37,25 - 45,Hispanic,0,0,0,9,Unknown
14619,1,Male,42,25 - 45,African-American,1,0,0,7,Middle
14621,0,Female,21,Less than 25,African-American,0,0,0,0,Unknown
14622,0,Female,21,Less than 25,African-American,0,0,0,0,Unknown
14623,0,Female,21,Less than 25,African-American,0,0,0,0,Unknown
14625,0,Male,44,25 - 45,Caucasian,0,0,0,4,Unknown
14627,1,Male,36,25 - 45,Caucasian,0,0,0,12,Unknown
14629,0,Male,39,25 - 45,Caucasian,0,0,0,0,Middle
14631,0,Male,32,25 - 45,African-American,0,0,0,2,Unknown
14635,0,Female,38,25 - 45,African-American,0,0,0,0,Unknown
14636,1,Female,27,25 - 45,African-American,0,0,0,8,Middle
14637,1,Female,27,25 - 45,African-American,0,0,0,8,Middle
14638,0,Male,21,Less than 25,Caucasian,0,0,0,0,Unknown
14641,0,Female,30,25 - 45,Caucasian,0,0,0,0,Middle
14645,1,Male,30,25 - 45,African-American,6,0,0,8,High
14647,0,Male,22,Less than 25,African-American,0,0,0,2,Middle
14648,0,Male,22,Less than 25,African-American,0,0,0,2,Middle
14649,0,Female,26,25 - 45,Caucasian,0,0,0,1,High
14651,0,Female,26,25 - 45,Caucasian,0,0,0,1,High
14653,0,Male,37,25 - 45,Caucasian,0,0,0,3,Unknown
14655,0,Male,25,25 - 45,Caucasian,0,0,0,5,Middle
14657,0,Male,25,25 - 45,Caucasian,0,0,0,5,Middle
14661,0,Male,52,Greater than 45,Other,0,0,0,0,High
14662,0,Male,52,Greater than 45,Other,0,0,0,0,High
14663,1,Male,37,25 - 45,Hispanic,0,0,0,9,Unknown
14664,1,Male,37,25 - 45,Hispanic,0,0,0,9,Unknown
14667,0,Male,29,25 - 45,Caucasian,0,0,0,1,Unknown
14671,0,Male,32,25 - 45,Caucasian,0,0,0,3,Unknown
14673,0,Male,36,25 - 45,Hispanic,0,0,0,0,Middle
14674,0,Male,36,25 - 45,Hispanic,0,0,0,0,Middle
14675,1,Male,21,Less than 25,African-American,0,2,6,8,High
14677,1,Male,47,Greater than 45,Caucasian,0,0,0,13,Middle
14679,0,Female,36,25 - 45,African-American,0,0,0,4,Unknown
14681,1,Female,25,25 - 45,African-American,0,0,0,6,Middle
14683,1,Female,25,25 - 45,African-American,0,0,0,6,Middle
14687,0,Male,32,25 - 45,Caucasian,0,0,0,4,Middle
14688,0,Male,43,25 - 45,Caucasian,0,0,0,1,Unknown
14689,0,Male,34,25 - 45,African-American,0,0,0,2,Unknown
14690,0,Male,27,25 - 45,African-American,0,0,0,2,Unknown
14693,1,Male,26,25 - 45,African-American,0,0,0,8,High
14697,0,Male,21,Less than 25,African-American,0,0,0,1,Unknown
14699,0,Male,61,Greater than 45,Other,0,0,0,1,Unknown
14700,0,Male,34,25 - 45,Asian,0,0,0,0,Unknown
14701,0,Male,46,Greater than 45,Hispanic,0,0,0,1,Unknown
14703,1,Male,40,25 - 45,African-American,2,0,0,23,High
14705,1,Male,41,25 - 45,African-American,0,0,0,7,Unknown
14707,1,Male,25,25 - 45,Caucasian,0,0,0,7,Middle
14709,0,Male,21,Less than 25,Caucasian,0,0,0,1,Unknown
14713,0,Male,21,Less than 25,African-American,1,0,0,1,Unknown
14714,0,Male,21,Less than 25,African-American,1,0,0,1,Unknown
14715,0,Male,41,25 - 45,Caucasian,0,0,0,5,Middle
14716,0,Male,54,Greater than 45,Caucasian,0,0,0,0,Unknown
14719,0,Female,27,25 - 45,Hispanic,0,0,0,0,Unknown
14723,0,Male,23,Less than 25,African-American,0,0,0,4,Unknown
14725,0,Male,52,Greater than 45,Asian,0,0,0,0,Unknown
14726,0,Female,29,25 - 45,Caucasian,0,0,0,0,Unknown
14727,0,Female,42,25 - 45,Caucasian,0,0,0,0,High
14729,0,Female,42,25 - 45,Caucasian,0,0,0,0,High
14731,0,Female,30,25 - 45,Caucasian,0,0,1,1,Unknown
14733,0,Male,64,Greater than 45,Caucasian,0,0,0,0,Unknown
14735,0,Male,38,25 - 45,Hispanic,0,0,0,1,Unknown
14739,0,Male,21,Less than 25,African-American,0,0,1,2,Middle
14740,0,Male,21,Less than 25,African-American,0,0,1,2,Middle
14741,1,Female,41,25 - 45,Caucasian,0,0,0,9,High
14742,1,Female,41,25 - 45,Caucasian,0,0,0,9,High
14745,0,Male,27,25 - 45,Caucasian,0,0,0,2,Unknown
14749,0,Male,23,Less than 25,Hispanic,0,0,0,0,Unknown
14751,0,Female,20,Less than 25,African-American,0,0,0,0,Unknown
14752,0,Male,21,Less than 25,Hispanic,0,0,3,1,Unknown
14753,0,Male,21,Less than 25,Hispanic,0,0,3,1,Unknown
14755,0,Male,30,25 - 45,Hispanic,0,0,0,0,Unknown
14757,0,Male,28,25 - 45,Caucasian,0,0,0,0,Unknown
14759,0,Male,32,25 - 45,Hispanic,0,0,0,3,Unknown
14761,0,Male,32,25 - 45,Hispanic,0,0,0,3,Unknown
14765,0,Male,35,25 - 45,Caucasian,0,0,0,0,Unknown
14766,0,Male,59,Greater than 45,Caucasian,0,0,0,0,Unknown
14767,0,Male,40,25 - 45,African-American,0,0,0,2,Middle
14768,0,Male,40,25 - 45,African-American,0,0,0,2,Middle
14771,1,Male,24,Less than 25,African-American,5,1,0,10,High
